record_id,date,market,commodity,price
87,2022-02-06,Bwaise,Beans ,3366
88,2022-09-07,Bwaise,Maize,2525
89,2020-09-01,Kasanga,Beans ,2285
90,2021-01-12,Bwaise,maize ,1438
91,2020-01-27,Kasanga,Beans ,3574
92,2021-08-29,Nakasero,Beans ,1334
93,2020-05-03,Nakasero,BEANS,836
94,2021-01-14,Kasanga,Beans,603
95,2022-09-10,Bwaise,Beans,4266
96,2021-06-18,Kasanga,Beans,4908
97,2022-01-18,Mukono,maize ,2511
98,2020-09-06,Nakasero,Maize,3604
99,2020-11-28,Nakasero,maize ,2616
100,2021-12-19,Bwaise,Maize,4732
101,2021-02-20,Kasanga,Beans,4400
102,2020-04-05,Nakasero,Beans ,2493
103,2021-04-29,Nakasero,Beans ,3209
104,2020-11-09,Nakasero,Maize,2077
105,2022-08-31,Kasanga,maize ,2272
106,2022-09-27,Bwaise,maize ,1323
107,2020-07-02,Nakasero,Maize,1536
108,2021-07-20,Mukono,Maize,4521
109,2021-04-25,Nakasero,Beans,920
110,2020-03-07,Bwaise,MAIZE,939
111,2022-08-29,,Beans,1470
112,2022-03-20,Kasanga,Beans,3616
113,2021-08-25,,Beans ,993
114,2022-02-20,Bwaise,MAIZE,1165
115,2020-03-17,Nakasero,Maize,4349
116,2021-12-24,Bwaise,maize ,1083
117,2021-10-02,Kasanga,Maize,2120
118,2021-10-25,Mukono,Maize,1665
119,2020-11-10,Kasanga,Maize,2864
120,2020-11-07,,Beans,4599
121,2021-09-04,,maize ,3140
122,2020-08-22,Nakasero,BEANS,669
123,2022-02-13,Nakasero,MAIZE,4122
124,2021-03-22,Kasanga,maize ,1247
125,2020-11-24,Kasanga,Beans ,3201
126,2021-11-09,Kasanga,Maize,800
127,2020-11-27,Mukono,Beans ,4715
128,2021-04-18,,Beans,3463
129,2022-02-17,Nakasero,Beans,1573
130,2021-05-11,Bwaise,maize ,2460
131,2021-07-19,Kasanga,Maize,1429
132,2020-06-06,Nakasero,Beans,4668
133,2021-04-28,Bwaise,BEANS,3642
134,2022-06-19,Nakasero,BEANS,3899
135,2020-01-03,Bwaise,Beans,4511
136,2020-12-19,Kasanga,maize ,3590
137,2021-12-15,Mukono,maize ,3865
138,2021-12-23,Kasanga,Maize,1746
139,2022-09-15,Mukono,BEANS,4106
140,2020-01-16,Mukono,Beans,1764
141,2020-09-28,Nakasero,Beans ,1157
142,2021-01-24,,Maize,4497
143,2020-08-28,Mukono,Beans,2363
144,2022-02-17,Bwaise,Beans ,4134
145,2020-01-30,Nakasero,maize ,2903
146,2020-09-07,Bwaise,MAIZE,1975
147,2022-06-10,,MAIZE,4576
148,2021-10-15,Kasanga,maize ,576
149,2020-06-10,Kasanga,Beans ,2950
150,2022-05-15,Mukono,MAIZE,4458
151,2021-01-02,Mukono,Beans ,2918
152,2020-01-09,,Beans ,901
153,2022-07-14,,maize ,2385
154,2020-07-13,Mukono,Beans ,1620
155,2020-11-12,Nakasero,Beans ,-2000
156,2022-07-20,Bwaise,MAIZE,1938
157,2022-06-16,Bwaise,maize ,2732
158,2022-08-24,Mukono,Beans,3274
159,2020-05-24,,maize ,3755
160,2020-14-50,Nakasero,Beans ,4225
161,2020-09-25,Mukono,Beans ,3543
162,2020-01-26,,MAIZE,3187
163,2021-10-12,Kasanga,Maize,2975
164,2022-08-26,Mukono,MAIZE,1451
165,2020-05-18,Kasanga,BEANS,4925
166,2020-06-07,,Beans,4508
167,2020-10-13,Kasanga,MAIZE,4132
168,2020-04-11,Mukono,Beans,3438
169,2022-09-18,Mukono,Beans ,4225
170,2021-10-16,Nakasero,MAIZE,-2000
171,2022-03-16,,MAIZE,2197
172,2020-08-26,Nakasero,MAIZE,523
173,2021-07-07,Bwaise,Maize,711
174,2022-03-18,Nakasero,Maize,1927
175,2021-03-07,Kasanga,maize ,4401
176,2020-04-21,,maize ,855
177,2022-09-14,Kasanga,Beans ,3790
178,2021-12-30,Nakasero,BEANS,1161
179,2020-05-09,Nakasero,Beans,4992
180,2021-06-27,Mukono,Beans ,4024
181,2021-11-01,Kasanga,Beans,2261
182,2021-02-27,Mukono,maize ,3907
183,2021-11-12,Mukono,Maize,4385
184,2020-04-05,Bwaise,BEANS,3552
185,2022-09-06,Kasanga,maize ,1501
186,2022-08-21,Nakasero,BEANS,921
187,2020-04-16,Bwaise,Maize,4450
188,2021-07-23,Kasanga,BEANS,2352
189,2022-04-18,,Beans ,715
190,2020-14-50,Nakasero,maize ,3031
190,2022-06-09,Bwaise,Beans ,1070
192,2020-02-01,Kasanga,Beans,3581
193,2021-01-13,Mukono,MAIZE,1195
194,2021-09-24,Kasanga,Beans,4129
195,2021-02-28,Nakasero,Beans,1432
196,2021-11-25,Mukono,MAIZE,3026
197,2021-09-05,Bwaise,maize ,2230
198,2020-14-50,Bwaise,Beans,1939
199,2020-08-23,Mukono,Beans,3401
200,2020-02-13,Nakasero,BEANS,1137
201,2021-02-18,Kasanga,Maize,1443
202,2020-06-24,Mukono,Beans,3464
203,2020-09-06,Kasanga,maize ,1144
204,2020-08-14,Mukono,BEANS,4681
205,2022-07-16,Bwaise,Maize,1709
206,2020-07-21,Bwaise,Beans ,1117
207,2022-02-11,Nakasero,MAIZE,3147
208,2021-04-25,,Maize,2750
209,2020-03-16,Nakasero,maize ,966
210,2022-06-03,Kasanga,Beans,4653
211,2022-09-04,,Beans ,4184
212,2021-09-11,Kasanga,Maize,1006
213,2022-05-07,Bwaise,Maize,4633
214,2021-03-24,Nakasero,maize ,1800
215,2021-01-31,Nakasero,Maize,928
216,2021-07-25,Nakasero,Maize,1731
217,2020-05-24,Bwaise,BEANS,3710
218,2020-03-27,Bwaise,Beans ,3190
219,2022-08-27,Mukono,Beans ,4812
220,2021-06-04,Bwaise,maize ,1976
221,2021-05-12,Mukono,maize ,1769
222,2020-04-13,Mukono,Beans ,4813
223,2022-02-23,Bwaise,MAIZE,1763
224,2022-02-28,Mukono,Beans,4085
225,2022-01-06,Kasanga,MAIZE,2834
226,2020-11-12,Nakasero,Beans ,2089
227,2021-03-27,,BEANS,3628
228,2020-06-14,Nakasero,Maize,1633
229,2022-06-14,Mukono,maize ,4726
230,2020-06-13,Kasanga,Maize,1707
231,2020-08-15,Kasanga,Maize,718
232,2021-01-17,Bwaise,Maize,3571
233,2020-04-11,Bwaise,Maize,1696
234,2022-04-29,Kasanga,BEANS,4342
234,2020-14-50,,Beans ,1724
236,2021-03-09,Mukono,Maize,2967
237,2021-10-16,Kasanga,BEANS,1408
238,2021-10-09,Nakasero,Beans,1676
238,2020-12-27,,maize ,1201
240,2021-06-22,,Maize,4658
241,2021-04-26,Nakasero,Beans ,3558
241,2022-03-18,,Beans ,1349
243,2020-05-16,Kasanga,Beans ,1934
244,2020-07-05,Mukono,maize ,4249
245,2022-03-21,Nakasero,BEANS,-2000
246,2022-04-14,Nakasero,maize ,2065
247,2020-02-18,Nakasero,Beans,1519
248,2022-01-31,Bwaise,Beans,3277
249,2021-01-11,Kasanga,Maize,1176
250,2022-04-22,Mukono,maize ,1340
251,2020-11-09,Kasanga,maize ,1865
252,2022-01-14,Nakasero,Beans ,4063
253,2022-08-28,Nakasero,BEANS,3827
254,2021-11-26,,Beans ,-2000
255,2020-02-05,Nakasero,Beans,3500
256,2020-02-03,Nakasero,Beans,3538
257,2021-08-10,Nakasero,MAIZE,3075
258,2020-01-27,,Maize,3670
259,2020-09-23,Kasanga,MAIZE,2839
260,2022-05-23,Mukono,Beans ,4146
261,2020-11-23,Nakasero,maize ,4941
262,2021-12-29,Nakasero,BEANS,1926
263,2020-07-24,Mukono,maize ,4547
264,2021-01-12,,Maize,1563
265,2021-02-11,Kasanga,Beans,4806
266,2020-03-16,Kasanga,Beans,1107
267,2020-12-18,Bwaise,Beans,1990
268,2022-06-08,Nakasero,MAIZE,1753
269,2022-08-15,Nakasero,Maize,4750
270,2021-10-12,,BEANS,2980
271,2021-10-18,Bwaise,Beans ,1763
272,2022-07-12,Mukono,Maize,837
273,2021-10-18,,Beans,2226
274,2020-02-01,Nakasero,Beans,2872
275,2022-04-06,Mukono,MAIZE,1097
276,2021-05-10,Nakasero,Beans ,1676
277,2022-05-31,,BEANS,3535
278,2020-09-04,Bwaise,Maize,2530
279,2022-08-26,Bwaise,maize ,2533
280,2022-01-08,,Beans,4581
281,2020-11-11,,Beans,3721
282,2020-08-08,Nakasero,Beans,-2000
283,2022-05-13,Mukono,Maize,4896
284,2022-06-22,Nakasero,Maize,3803
285,2021-08-06,Mukono,Beans,2864
286,2022-02-21,Bwaise,Maize,1473
287,2022-03-24,Bwaise,MAIZE,3495
288,2021-02-15,Bwaise,Beans ,-2000
289,2021-04-30,Bwaise,maize ,4723
290,2020-11-22,,maize ,2951
291,2021-06-05,Kasanga,Maize,2955
292,2021-11-20,Mukono,BEANS,3020
293,2022-09-17,Mukono,BEANS,2364
294,2021-06-20,Bwaise,Beans ,3614
295,2021-08-09,Kasanga,maize ,655
296,2021-02-26,Mukono,Beans ,4363
297,2020-07-31,,Beans,4418
298,2020-06-26,Nakasero,Beans ,4975
299,2022-01-08,,Beans,2665
300,2020-09-09,Nakasero,Beans ,2938
301,2021-12-22,Nakasero,Maize,2740
302,2021-07-10,Bwaise,maize ,3327
303,2022-09-05,Nakasero,Beans ,4123
304,2020-07-25,Bwaise,Maize,2725
305,2021-08-23,Bwaise,Beans ,4850
306,2020-04-12,Bwaise,Maize,1323
307,2022-08-09,Kasanga,Beans ,4396
308,2022-09-14,Mukono,Beans ,984
309,2021-07-01,Bwaise,Beans,805
310,2020-06-29,Kasanga,Beans,-2000
311,2022-02-05,Mukono,maize ,806
312,2020-04-19,,BEANS,4222
313,2022-08-19,Bwaise,Maize,2735
314,2022-01-18,Mukono,Beans ,2025
315,2020-10-29,,Beans ,1937
316,2022-04-26,Mukono,MAIZE,3783
317,2021-05-03,Kasanga,MAIZE,2636
318,2020-09-30,Nakasero,Beans ,593
319,2020-08-29,Bwaise,Beans,3013
320,2022-08-03,Mukono,Beans ,3047
321,2020-10-29,Kasanga,MAIZE,1594
322,2021-09-12,,Beans ,4357
323,2022-02-19,,Beans,1170
324,2021-01-05,,BEANS,1005
325,2021-07-03,Kasanga,Maize,4762
326,2022-01-04,Kasanga,Maize,4680
327,2021-06-09,Nakasero,Beans ,4287
328,2020-09-17,Mukono,Beans,1098
329,2020-03-06,Kasanga,Maize,1065
330,2020-07-03,Nakasero,Beans,3943
331,2022-07-28,Bwaise,Beans ,4917
332,2020-05-01,Bwaise,Beans ,4832
333,2020-14-50,Nakasero,Beans,-2000
334,2021-07-11,Bwaise,Beans,2381
335,2020-10-09,Mukono,Beans ,1424
336,2022-02-23,Bwaise,Maize,2471
337,2020-02-04,Bwaise,Beans ,898
338,2021-03-25,Bwaise,BEANS,962
339,2020-08-27,,BEANS,3112
340,2022-04-18,,MAIZE,1673
341,2020-10-08,Kasanga,BEANS,1934
342,2022-09-22,,maize ,3622
343,2021-02-22,Kasanga,MAIZE,4906
344,2020-11-03,Mukono,BEANS,4293
345,2021-03-02,Nakasero,MAIZE,2489
346,2020-03-21,,Beans ,1257
347,2020-02-22,Mukono,MAIZE,823
348,2021-08-24,Bwaise,maize ,4427
349,2020-14-50,Kasanga,MAIZE,1461
350,2021-12-21,Nakasero,Beans,3134
351,2021-10-26,Kasanga,Beans,4700
352,2022-01-09,Nakasero,maize ,2164
353,2021-07-30,Nakasero,BEANS,632
354,2021-08-16,Nakasero,MAIZE,2107
355,2022-05-03,Nakasero,Beans,3265
356,2021-10-19,Bwaise,MAIZE,3385
357,2021-05-15,,Maize,981
358,2020-03-17,Kasanga,MAIZE,552
359,2020-08-24,,Beans,2291
360,2021-09-24,Kasanga,Maize,4458
360,2021-07-18,Nakasero,BEANS,-2000
362,2020-01-18,Bwaise,Maize,4027
363,2021-06-20,Nakasero,maize ,4812
364,2021-02-10,,MAIZE,4260
365,2020-08-19,Mukono,Maize,1160
366,2021-01-21,Bwaise,Maize,577
367,2021-03-20,,Maize,1281
368,2022-07-11,Nakasero,Maize,4395
369,2021-12-01,Bwaise,maize ,769
369,2020-07-31,Mukono,maize ,3762
371,2020-09-03,Nakasero,Beans,4928
372,2020-05-23,,Beans ,1142
373,2020-02-24,Nakasero,BEANS,1122
374,2022-09-04,Mukono,Beans ,3173
375,2021-04-06,Kasanga,MAIZE,3575
376,2021-11-07,Bwaise,Beans ,2919
377,2020-10-01,Kasanga,maize ,1763
378,2020-14-50,Nakasero,Maize,3448
379,2020-07-10,Kasanga,Maize,4697
380,2020-12-28,Kasanga,Maize,3157
381,2021-02-01,,BEANS,2488
382,2021-01-24,Kasanga,MAIZE,2698
383,2021-03-21,Nakasero,maize ,1130
384,2022-01-08,Kasanga,Maize,2101
385,2020-01-07,Nakasero,Beans,3612
386,2022-04-15,Nakasero,maize ,1615
387,2021-12-12,Nakasero,maize ,3762
388,2021-10-10,Nakasero,Beans,2485
389,2022-03-15,,BEANS,2136
390,2022-02-25,Bwaise,Beans,4281
391,2022-05-01,Kasanga,MAIZE,3851
392,2020-09-04,Kasanga,Maize,3966
393,2021-09-04,Kasanga,BEANS,4650
394,2022-09-18,,Beans ,4898
395,2020-04-21,Bwaise,Beans ,3408
396,2021-07-30,Nakasero,Beans,3773
397,2020-04-10,,BEANS,4749
398,2020-08-14,Bwaise,maize ,4599
399,2021-05-09,Mukono,Beans ,1203
400,2020-11-15,Kasanga,maize ,4768
401,2021-03-24,Nakasero,Maize,1050
402,2020-14-50,Bwaise,Beans ,1395
403,2020-06-27,Kasanga,MAIZE,3992
404,2021-10-06,Kasanga,Maize,4040
405,2022-06-23,Mukono,Beans ,3685
406,2020-10-12,,Maize,1012
407,2021-07-03,Mukono,maize ,4248
408,2021-05-16,,Beans,3683
409,2020-12-22,Nakasero,BEANS,1913
410,2021-11-19,Mukono,MAIZE,3001
411,2020-05-24,,Beans,1629
412,2021-05-13,,MAIZE,1919
413,2020-05-23,Nakasero,Maize,939
414,2020-07-18,Kasanga,Beans,4640
415,2021-03-01,Mukono,BEANS,1870
416,2022-02-18,Bwaise,BEANS,-2000
417,2022-03-10,,BEANS,4557
418,2020-04-26,,Maize,3505
419,2021-03-27,Bwaise,maize ,1338
420,2020-02-03,Kasanga,Maize,1212
421,2020-08-30,,Beans ,3372
422,2021-09-22,Mukono,BEANS,2195
423,2020-10-14,Nakasero,BEANS,2897
424,2022-05-28,Bwaise,Beans,1280
425,2020-10-10,Bwaise,MAIZE,1587
426,2022-04-28,Kasanga,MAIZE,3717
427,2020-10-02,Mukono,Beans,1118
428,2020-10-11,Kasanga,maize ,4224
429,2022-06-08,Nakasero,Maize,4255
430,2021-02-11,Kasanga,maize ,2235
431,2020-10-17,Nakasero,Beans ,4475
432,2020-02-17,Mukono,Maize,4264
433,2020-06-10,Kasanga,MAIZE,-2000
434,2022-07-20,Nakasero,Maize,1802
435,2020-09-13,Mukono,Beans,1855
436,2022-01-13,Mukono,Maize,1247
437,2020-03-20,Mukono,Maize,4145
438,2022-04-16,Kasanga,Maize,1582
439,2020-04-01,Nakasero,maize ,3066
440,2022-03-03,Mukono,BEANS,1670
441,2021-09-16,Bwaise,Beans,2245
442,2021-03-29,Bwaise,Maize,1323
443,2021-01-28,Bwaise,maize ,1645
444,2020-09-11,Mukono,Beans ,2834
445,2020-07-29,Nakasero,Beans ,3709
446,2022-07-08,Mukono,MAIZE,3661
447,2021-08-31,Nakasero,maize ,598
448,2022-05-31,Bwaise,Beans,4975
449,2022-02-27,Nakasero,MAIZE,612
450,2020-03-02,,Beans,2846
451,2021-02-15,Nakasero,Maize,1750
452,2021-06-07,,maize ,1772
453,2021-10-11,Nakasero,Beans ,1041
454,2022-09-03,Kasanga,Maize,1206
455,2021-09-15,Mukono,Maize,1938
456,2020-14-50,,BEANS,3340
457,2022-01-08,Mukono,Maize,2701
458,2021-03-15,Kasanga,Beans,1131
459,2020-02-26,Bwaise,maize ,3512
460,2022-07-04,,Maize,2371
461,2020-14-50,Nakasero,Beans,-2000
462,2020-07-02,Bwaise,maize ,3935
463,2022-07-26,,maize ,1138
464,2021-11-20,Mukono,Beans,4725
465,2021-04-21,Nakasero,Maize,3045
466,2020-01-09,,MAIZE,2989
467,2021-08-28,,MAIZE,2100
468,2022-08-12,Mukono,maize ,3337
468,2021-11-04,Mukono,MAIZE,3019
470,2020-08-31,Nakasero,Maize,1666
471,2020-08-25,Kasanga,Beans ,3551
472,2020-04-07,Mukono,BEANS,3730
473,2021-03-21,Nakasero,maize ,2889
474,2021-02-06,Kasanga,maize ,3105
475,2022-08-24,Bwaise,Maize,1392
476,2021-04-22,Bwaise,Beans,3435
477,2020-09-28,,Maize,2992
478,2022-05-27,Nakasero,Beans,2533
479,2021-11-24,Mukono,Beans,1924
480,2021-07-23,Mukono,MAIZE,4285
481,2020-03-04,Bwaise,Beans,1570
482,2021-10-07,Mukono,Maize,2620
483,2020-07-21,Mukono,maize ,1555
484,2022-08-22,Kasanga,Beans,4048
485,2021-11-30,Nakasero,maize ,2033
486,2020-06-01,Nakasero,Beans,2513
487,2021-07-17,Bwaise,Beans,3637
488,2022-06-24,Mukono,Beans,4953
489,2021-01-02,,BEANS,3318
490,2020-10-03,Mukono,maize ,2294
491,2021-04-28,Bwaise,Maize,2406
492,2020-09-03,Bwaise,BEANS,958
493,2022-03-27,Bwaise,MAIZE,1923
494,2022-04-05,Nakasero,BEANS,731
495,2021-07-30,,maize ,4532
496,2020-02-08,Mukono,BEANS,2292
497,2020-12-05,Nakasero,Beans ,1568
498,2022-04-01,Bwaise,BEANS,679
499,2020-05-25,Mukono,maize ,3489
500,2021-11-09,Nakasero,MAIZE,2972
501,2022-01-19,Nakasero,MAIZE,4491
502,2021-07-29,Bwaise,Beans ,3423
503,2020-06-28,Bwaise,MAIZE,2912
504,2022-08-29,Bwaise,BEANS,765
505,2022-04-08,Kasanga,MAIZE,1352
506,2020-03-20,Mukono,Beans ,1875
507,2022-01-16,Bwaise,MAIZE,2672
508,2020-12-24,Mukono,Beans,510
509,2021-03-05,Kasanga,maize ,4539
510,2020-04-13,Bwaise,Beans,2347
511,2022-05-16,Nakasero,Maize,-2000
512,2020-06-23,,Maize,1114
513,2021-09-20,Bwaise,BEANS,4033
514,2020-06-09,Kasanga,Beans ,2056
515,2022-08-05,Nakasero,MAIZE,2806
516,2021-02-06,Mukono,maize ,1758
516,2020-03-30,Bwaise,Maize,4434
518,2020-06-23,Mukono,maize ,4379
519,2021-04-27,,Beans,1246
520,2022-06-25,Nakasero,Beans,865
521,2020-08-19,Mukono,Maize,1738
522,2022-04-07,,Maize,2363
523,2022-04-18,,MAIZE,4389
524,2020-03-21,,BEANS,784
525,2022-03-30,Mukono,Beans,1707
526,2020-06-20,Mukono,Beans,1533
527,2021-11-30,,maize ,1711
528,2022-01-14,,Beans,3679
529,2022-05-27,,BEANS,601
530,2021-03-05,Mukono,BEANS,1320
531,2022-03-15,Kasanga,maize ,3316
532,2021-05-12,Nakasero,Beans,1910
533,2021-09-15,Nakasero,Beans ,3742
534,2022-02-02,Mukono,maize ,3551
535,2020-11-06,Bwaise,MAIZE,1304
536,2022-01-31,Kasanga,BEANS,2707
537,2020-07-11,Kasanga,BEANS,3835
538,2022-04-20,Nakasero,Beans ,1037
539,2020-05-18,Bwaise,MAIZE,737
540,2020-07-24,Mukono,maize ,4239
541,2020-10-07,Mukono,Beans ,3751
542,2021-01-16,,BEANS,4387
543,2020-06-16,Nakasero,Maize,1240
544,2020-06-15,Bwaise,Beans ,2255
545,2020-07-30,Mukono,Beans,664
546,2021-10-24,Nakasero,BEANS,2333
547,2020-11-08,Kasanga,Beans,2755
548,2021-04-15,,Beans,4765
549,2020-01-08,,Beans ,3565
550,2020-10-16,Nakasero,maize ,1022
551,2022-06-01,Bwaise,MAIZE,2947
552,2020-09-03,Nakasero,Beans ,3810
553,2020-01-27,Kasanga,Beans,2625
554,2020-02-06,Nakasero,Beans ,2055
555,2021-12-03,,maize ,3436
556,2022-05-10,Mukono,Beans,2906
557,2020-09-21,Nakasero,Beans ,1999
558,2020-12-29,Nakasero,maize ,3944
559,2020-10-28,,BEANS,939
560,2020-03-13,Kasanga,BEANS,1481
561,2020-02-25,Nakasero,Beans,2140
562,2022-07-03,Bwaise,Maize,3091
563,2021-10-08,Mukono,Beans,975
564,2022-02-18,Kasanga,Maize,1797
565,2021-03-20,Kasanga,Maize,4410
566,2020-07-23,,MAIZE,3139
566,2020-01-05,Nakasero,MAIZE,3320
568,2021-05-30,Nakasero,maize ,874
569,2021-06-16,Nakasero,Beans,1596
570,2020-07-11,Mukono,MAIZE,3804
571,2020-05-14,,MAIZE,-2000
572,2021-12-29,Nakasero,BEANS,-2000
573,2021-08-31,Mukono,Beans ,661
574,2021-03-30,Bwaise,MAIZE,4386
575,2020-14-50,,maize ,1327
576,2021-12-18,,Beans ,1359
577,2020-10-16,,MAIZE,2127
578,2022-05-01,Nakasero,MAIZE,3856
579,2021-05-23,Nakasero,MAIZE,4437
579,2021-11-18,Bwaise,Maize,4547
581,2020-03-17,Bwaise,Beans,2596
582,2020-10-30,Mukono,maize ,1931
583,2021-11-24,Mukono,Maize,1278
584,2021-11-10,,maize ,4085
585,2020-04-05,Kasanga,Beans,1432
586,2020-10-05,Kasanga,Beans ,4417
587,2020-06-19,Bwaise,Maize,980
588,2021-08-27,Bwaise,BEANS,4089
589,2021-01-02,Kasanga,Beans,1570
590,2021-02-25,Mukono,Beans ,3074
591,2021-06-21,Nakasero,BEANS,2334
592,2021-12-18,Kasanga,maize ,2536
593,2021-10-18,Mukono,Beans ,947
594,2021-06-01,Mukono,Beans,1854
595,2020-12-04,,Beans ,2324
596,2022-04-16,Mukono,Beans,4170
597,2020-05-01,Mukono,Beans,645
598,2021-07-24,,BEANS,2995
599,2021-11-18,Bwaise,Beans,944
600,2022-02-24,Kasanga,Maize,3476
601,2021-11-05,,BEANS,2891
602,2020-04-18,Kasanga,Maize,1650
603,2020-07-19,Bwaise,Beans,3718
604,2020-07-14,Mukono,Beans ,3895
605,2021-08-25,,BEANS,4246
606,2020-14-50,,Beans,4045
607,2022-03-10,Bwaise,Maize,1922
608,2021-09-06,Kasanga,BEANS,3651
609,2022-02-19,Nakasero,Beans,3308
610,2020-05-21,Nakasero,Beans ,4696
611,2020-11-17,Bwaise,MAIZE,2280
612,2020-10-24,Bwaise,BEANS,1586
613,2021-10-14,,Beans,3385
614,2022-08-23,Nakasero,Beans,4873
615,2021-06-19,Mukono,MAIZE,934
616,2022-03-15,Bwaise,Maize,2552
617,2020-10-29,Kasanga,Maize,3438
618,2021-11-22,Bwaise,BEANS,3685
619,2022-03-28,Kasanga,Beans,884
620,2022-03-18,Mukono,Beans ,940
621,2021-09-27,Bwaise,Beans ,4129
622,2021-10-25,Bwaise,maize ,2109
623,2021-11-30,Mukono,Beans,4709
624,2020-10-12,Mukono,maize ,2589
625,2022-08-17,,Maize,3142
626,2021-10-02,,BEANS,4518
627,2022-03-13,,Maize,2006
628,2020-06-12,Nakasero,MAIZE,1253
629,2021-11-10,,BEANS,2289
630,2021-07-28,Mukono,Beans ,572
631,2020-09-03,Mukono,Beans ,2497
632,2021-01-25,Nakasero,BEANS,3661
633,2020-01-26,,BEANS,3571
634,2020-02-14,,Maize,3124
635,2020-06-20,Mukono,Beans ,4868
636,2021-11-17,Mukono,MAIZE,3975
637,2021-12-20,Mukono,Beans ,4065
638,2020-01-25,Mukono,Maize,1216
639,2020-09-14,Nakasero,Beans,2364
640,2021-10-07,Mukono,BEANS,3690
640,2022-01-07,Mukono,maize ,872
642,2020-04-18,Nakasero,Beans,1208
643,2022-04-21,Bwaise,MAIZE,4870
644,2022-03-26,Nakasero,Beans ,1680
645,2022-09-15,Mukono,BEANS,3556
646,2020-05-24,,Beans,-2000
647,2022-08-27,Bwaise,Beans,3316
648,2022-05-21,,maize ,2308
649,2020-07-04,,Beans,945
650,2020-03-15,Bwaise,Beans ,1304
651,2022-09-01,Mukono,maize ,2421
